product_id,customer_id,quantity,price,date
270,270,10,65,6/25/2024
271,271,65,12,6/11/2024
272,272,20,73,9/4/2024
273,273,17,16,12/9/2023
274,274,97,75,2/8/2024
275,275,49,49,1/7/2024
276,276,47,51,2/7/2024
277,277,29,24,1/25/2024
278,278,96,59,7/7/2024
279,279,19,40,11/13/2023
280,280,8,9,5/26/2024
281,281,5,86,2/17/2024
282,282,53,9,3/27/2024
283,283,20,23,2/29/2024
284,284,97,72,4/15/2024
285,285,1,79,9/11/2024
286,286,4,26,11/15/2023
287,287,91,28,4/12/2024
288,288,65,26,8/13/2024
289,289,71,64,10/17/2023
290,290,41,40,7/19/2024
291,291,30,53,3/11/2024
292,292,48,88,7/17/2024
293,293,51,65,1/16/2024
294,294,27,51,7/10/2024
295,295,52,80,10/14/2023
296,296,85,98,12/14/2023
297,297,76,19,1/15/2024
298,298,44,93,3/24/2024
299,299,88,13,1/8/2024
300,300,99,9,8/24/2024
301,301,1,1,7/29/2024
302,302,95,75,10/27/2023
303,303,68,55,1/1/2024
304,304,45,53,2/2/2024
305,305,43,22,6/10/2024
306,306,83,76,10/12/2023
307,307,6,69,6/14/2024
308,308,74,46,6/26/2024
309,309,95,54,3/21/2024
310,310,39,77,2/29/2024
311,311,1,86,6/2/2024
312,312,95,80,10/14/2023
313,313,46,70,4/1/2024
314,314,47,19,5/9/2024
315,315,42,86,10/28/2023
316,316,23,9,3/5/2024
317,317,57,5,10/7/2023
318,318,49,81,9/28/2023
319,319,25,50,3/11/2024
320,320,3,15,2/28/2024
321,321,77,34,7/5/2024
322,322,27,18,8/30/2024
323,323,71,31,9/18/2024
324,324,20,81,5/6/2024
325,325,17,55,11/27/2023
326,326,20,41,1/27/2024
327,327,26,59,4/17/2024
328,328,51,47,2/18/2024
329,329,65,100,1/22/2024
330,330,86,68,8/7/2024
331,331,90,10,4/12/2024
332,332,13,71,10/30/2023
333,333,28,7,9/6/2024
334,334,15,27,10/27/2023
335,335,78,74,11/26/2023
336,336,71,19,2/18/2024
337,337,53,80,6/13/2024
338,338,47,11,11/19/2023
339,339,3,62,4/18/2024
340,340,31,64,2/1/2024
341,341,37,29,4/13/2024
342,342,38,100,11/6/2023
343,343,34,16,12/1/2023
344,344,40,42,8/11/2024
345,345,18,24,3/25/2024
346,346,65,74,10/20/2023
347,347,36,9,6/29/2024
348,348,50,97,9/19/2024
349,349,84,100,11/3/2023
350,350,81,10,11/27/2023
351,351,31,27,11/26/2023
352,352,21,27,3/21/2024
353,353,32,60,5/9/2024
354,354,62,48,3/25/2024
355,355,51,19,4/29/2024
356,356,64,40,10/6/2023
357,357,96,13,7/13/2024
358,358,100,87,4/25/2024
359,359,57,45,9/9/2024
360,360,41,70,10/19/2023
361,361,81,61,10/27/2023
362,362,78,1,12/26/2023
363,363,28,81,3/14/2024
364,364,42,86,4/27/2024
365,365,100,28,11/24/2023
366,366,38,99,10/10/2023
367,367,89,44,6/1/2024
368,368,80,26,8/30/2024
369,369,93,44,4/25/2024
370,370,3,52,2/25/2024
371,371,43,21,12/14/2023
372,372,1,53,10/6/2023
373,373,65,33,5/19/2024
374,374,55,37,8/29/2024
375,375,55,78,6/4/2024
376,376,50,65,2/4/2024
377,377,13,97,7/5/2024
378,378,38,89,9/9/2024
379,379,33,62,6/1/2024
380,380,25,42,10/6/2023
381,381,9,25,9/7/2024
382,382,88,99,3/20/2024
383,383,37,53,10/10/2023
384,384,7,34,10/17/2023
385,385,25,59,7/15/2024
386,386,5,89,6/28/2024
387,387,44,6,7/14/2024
388,388,36,73,11/16/2023
389,389,26,75,2/2/2024
390,390,25,20,7/13/2024
391,391,83,50,8/2/2024
392,392,88,12,8/13/2024
393,393,28,91,7/31/2024
394,394,4,59,1/27/2024
395,395,7,74,12/10/2023
396,396,40,16,2/19/2024
397,397,46,21,9/22/2023
398,398,36,86,5/29/2024
399,399,74,10,3/22/2024
400,400,69,5,10/10/2023
401,401,26,59,10/31/2023
402,402,89,9,12/11/2023
403,403,29,24,11/28/2023
404,404,50,55,7/28/2024
405,405,29,5,2/4/2024
406,406,57,81,2/2/2024
407,407,75,35,2/25/2024
408,408,38,70,7/7/2024
409,409,50,53,2/23/2024
410,410,26,99,3/19/2024
411,411,36,70,7/17/2024
412,412,85,22,2/10/2024
413,413,21,28,7/31/2024
414,414,23,12,4/12/2024
415,415,68,67,10/25/2023
416,416,91,91,7/24/2024
417,417,93,42,9/25/2023
418,418,14,98,1/29/2024
419,419,27,75,10/17/2023
420,420,65,23,12/2/2023
421,421,16,32,2/3/2024
422,422,35,31,4/27/2024
423,423,73,72,3/17/2024
424,424,24,23,9/17/2024
425,425,74,63,2/19/2024
426,426,73,27,10/17/2023
427,427,72,4,2/11/2024
428,428,96,95,10/2/2023
429,429,32,18,6/6/2024
430,430,88,42,8/9/2024
431,431,13,28,7/4/2024
432,432,58,66,8/30/2024
433,433,66,90,9/3/2024
434,434,84,36,3/17/2024
435,435,94,87,1/19/2024
436,436,22,41,8/17/2024
437,437,22,26,6/12/2024
438,438,37,61,2/8/2024
439,439,53,13,3/13/2024
440,440,65,56,6/28/2024
441,441,32,7,11/30/2023
442,442,79,97,9/25/2023
443,443,97,24,9/16/2024
444,444,89,46,7/6/2024
445,445,46,31,9/26/2023
446,446,94,72,6/10/2024
447,447,9,61,11/11/2023
448,448,7,54,7/14/2024
449,449,42,23,5/10/2024
450,450,77,15,8/6/2024
451,451,41,87,4/22/2024
452,452,81,64,6/10/2024
453,453,58,97,11/14/2023
454,454,36,31,10/17/2023
455,455,94,34,3/26/2024
456,456,83,90,7/24/2024
457,457,77,71,6/8/2024
458,458,14,14,4/9/2024
459,459,26,22,7/11/2024
460,460,70,91,5/29/2024
461,461,81,13,1/24/2024
462,462,45,24,12/31/2023
463,463,96,1,10/1/2023
464,464,1,57,11/10/2023
465,465,6,46,11/14/2023
466,466,26,26,8/14/2024
467,467,49,79,11/16/2023
468,468,100,46,11/13/2023
469,469,56,73,6/3/2024
470,470,69,21,1/4/2024
471,471,69,29,10/9/2023
472,472,20,67,11/1/2023
473,473,21,63,3/9/2024
474,474,46,61,3/1/2024
475,475,3,43,8/22/2024
476,476,4,2,3/6/2024
477,477,10,93,10/16/2023
478,478,2,89,5/23/2024
479,479,89,21,10/11/2023
480,480,65,23,10/28/2023
481,481,91,91,2/17/2024
482,482,53,49,5/31/2024
483,483,45,65,8/24/2024
484,484,28,13,4/3/2024
485,485,40,32,4/7/2024
486,486,65,79,12/20/2023
487,487,55,43,7/8/2024
488,488,44,40,11/25/2023
489,489,75,34,12/19/2023
490,490,55,36,7/26/2024
491,491,28,59,2/16/2024
492,492,24,31,9/30/2023
493,493,13,24,8/6/2024
494,494,59,12,1/5/2024
495,495,68,11,2/20/2024
496,496,88,27,10/22/2023
497,497,31,84,6/28/2024
498,498,20,28,9/25/2023
499,499,61,29,9/28/2023
500,500,34,87,1/22/2024
501,501,15,68,2/9/2024
502,502,36,99,12/26/2023
503,503,60,23,12/11/2023
504,504,57,16,3/23/2024
505,505,26,66,1/30/2024
506,506,37,28,8/15/2024
507,507,37,39,4/26/2024
508,508,73,49,11/25/2023
509,509,69,31,4/17/2024
510,510,49,98,3/29/2024
511,511,5,9,10/7/2023
512,512,81,82,4/11/2024
513,513,6,56,11/7/2023
514,514,52,80,10/11/2023
515,515,64,78,1/27/2024
516,516,74,65,7/7/2024
517,517,93,64,7/19/2024
518,518,37,72,10/8/2023
519,519,71,17,3/28/2024
520,520,84,46,2/15/2024
521,521,70,50,2/19/2024
522,522,5,38,2/26/2024
523,523,87,64,10/7/2023
524,524,96,1,10/11/2023
525,525,96,84,1/3/2024
526,526,86,72,5/27/2024
527,527,60,82,6/10/2024
528,528,33,72,12/16/2023
529,529,80,46,12/29/2023
530,530,32,89,5/6/2024
531,531,100,74,9/26/2023
532,532,87,8,3/23/2024
533,533,5,29,12/1/2023
534,534,84,36,12/26/2023
535,535,31,4,9/4/2024
536,536,15,7,6/22/2024
537,537,19,71,1/10/2024
538,538,47,21,1/6/2024
539,539,10,65,4/16/2024
540,540,17,23,9/19/2024
541,541,6,35,5/16/2024
542,542,58,96,10/11/2023
543,543,42,57,6/20/2024
544,544,37,43,6/2/2024
545,545,86,12,10/19/2023
546,546,47,11,9/7/2024
547,547,54,82,8/19/2024
548,548,29,39,6/22/2024
549,549,6,14,11/18/2023
550,550,65,72,1/1/2024
551,551,23,37,1/22/2024
552,552,10,72,7/23/2024
553,553,10,64,6/13/2024
554,554,78,62,6/22/2024
555,555,53,12,11/10/2023
556,556,26,16,4/17/2024
557,557,100,88,7/21/2024
558,558,69,66,12/6/2023
559,559,31,75,4/6/2024
560,560,78,51,4/17/2024
561,561,75,72,6/24/2024
562,562,55,46,10/21/2023
563,563,38,96,11/28/2023
564,564,97,32,5/3/2024
565,565,96,27,6/25/2024
566,566,40,66,2/2/2024
567,567,91,26,4/13/2024
568,568,49,40,1/23/2024
569,569,4,87,1/15/2024
570,570,22,15,10/12/2023
571,571,78,85,3/29/2024
572,572,96,25,8/24/2024
573,573,69,17,4/11/2024
574,574,47,56,4/20/2024
575,575,26,35,3/22/2024
576,576,39,36,8/21/2024
577,577,84,97,6/13/2024
578,578,50,72,12/5/2023
579,579,3,22,7/17/2024
580,580,14,92,3/29/2024
581,581,9,60,5/11/2024
582,582,50,99,7/17/2024
583,583,94,6,4/26/2024
584,584,17,40,6/11/2024
585,585,80,62,5/10/2024
586,586,32,6,11/16/2023
587,587,84,60,3/8/2024
588,588,85,28,4/25/2024
589,589,88,85,9/10/2024
590,590,39,66,2/21/2024
591,591,17,63,12/15/2023
592,592,59,82,4/6/2024
593,593,98,96,3/26/2024
594,594,24,18,6/6/2024
595,595,93,10,3/2/2024
596,596,98,73,7/29/2024
597,597,45,65,4/19/2024
598,598,18,100,1/24/2024
599,599,11,7,7/4/2024
600,600,26,6,8/10/2024
601,601,5,41,8/12/2024
602,602,43,33,12/9/2023
603,603,7,94,6/19/2024
604,604,49,43,7/21/2024
605,605,47,57,4/26/2024
606,606,61,1,5/9/2024
607,607,42,20,6/21/2024
608,608,91,2,10/16/2023
609,609,91,88,2/27/2024
610,610,67,43,9/17/2024
611,611,6,35,12/21/2023
612,612,24,4,10/7/2023
613,613,89,14,7/21/2024
614,614,69,46,11/3/2023
615,615,25,49,2/5/2024
616,616,28,49,12/15/2023
617,617,15,84,12/10/2023
618,618,44,85,6/4/2024
619,619,95,45,7/7/2024
620,620,53,55,11/1/2023
621,621,94,89,7/17/2024
622,622,1,65,6/9/2024
623,623,72,76,11/19/2023
624,624,53,28,9/15/2024
625,625,52,48,4/3/2024
626,626,41,50,4/24/2024
627,627,70,28,9/6/2024
628,628,11,15,11/27/2023
629,629,42,100,9/29/2023
630,630,85,84,10/7/2023
631,631,83,60,9/2/2024
632,632,82,42,4/25/2024
633,633,21,26,4/8/2024
634,634,27,49,11/20/2023
635,635,61,79,10/5/2023
636,636,68,75,3/12/2024
637,637,83,10,8/5/2024
638,638,74,56,8/23/2024
639,639,97,37,10/26/2023
640,640,97,36,9/21/2023
641,641,38,76,12/24/2023
642,642,18,57,6/6/2024
643,643,91,44,10/6/2023
644,644,30,96,7/19/2024
645,645,36,41,5/6/2024
646,646,65,99,1/12/2024
647,647,86,79,9/27/2023
648,648,47,26,8/9/2024
649,649,77,31,9/10/2024
650,650,5,27,9/13/2024
651,651,40,97,2/19/2024
652,652,24,35,2/20/2024
653,653,95,60,9/8/2024
654,654,42,36,6/25/2024
655,655,1,23,9/30/2023
656,656,28,54,1/27/2024
657,657,96,35,2/22/2024
658,658,12,54,2/2/2024
659,659,39,6,3/23/2024
660,660,36,27,6/20/2024
661,661,20,9,10/2/2023
662,662,48,22,4/17/2024
663,663,46,44,9/1/2024
664,664,8,24,8/31/2024
665,665,68,75,6/13/2024
666,666,84,42,4/20/2024
667,667,22,25,2/23/2024
668,668,85,77,4/5/2024
669,669,42,62,10/9/2023
670,670,83,36,8/16/2024
671,671,74,40,9/28/2023
672,672,5,71,5/17/2024
673,673,86,61,9/22/2023
674,674,33,6,8/6/2024
675,675,30,20,11/29/2023
676,676,30,46,1/19/2024
677,677,4,66,2/6/2024
678,678,27,54,5/7/2024
679,679,55,25,3/10/2024
680,680,14,65,9/2/2024
681,681,17,59,2/11/2024
682,682,3,26,6/8/2024
683,683,87,68,4/20/2024
684,684,87,4,10/11/2023
685,685,49,59,5/6/2024
686,686,94,60,1/24/2024
687,687,58,54,11/12/2023
688,688,88,45,5/4/2024
689,689,37,73,11/3/2023
690,690,59,22,11/25/2023
691,691,47,41,11/26/2023
692,692,27,43,5/1/2024
693,693,11,71,1/13/2024
694,694,7,96,3/16/2024
695,695,83,53,1/25/2024
696,696,7,64,1/19/2024
697,697,82,92,7/20/2024
698,698,62,100,6/12/2024
699,699,68,99,2/21/2024
700,700,83,76,9/4/2024
701,701,85,89,12/24/2023
702,702,71,51,5/8/2024
703,703,81,95,9/29/2023
704,704,48,60,9/11/2024
705,705,85,98,7/18/2024
706,706,25,79,12/24/2023
707,707,16,31,5/12/2024
708,708,60,47,2/17/2024
709,709,100,51,5/17/2024
710,710,12,93,9/27/2023
711,711,26,18,1/19/2024
712,712,43,86,6/2/2024
713,713,95,47,9/11/2024
714,714,12,16,2/17/2024
715,715,70,86,7/22/2024
716,716,56,61,9/13/2024
717,717,42,48,1/5/2024
718,718,34,15,9/23/2023
719,719,47,28,9/22/2023
720,720,88,95,7/15/2024
721,721,96,58,1/1/2024
722,722,35,37,9/10/2024
723,723,68,12,9/29/2023
724,724,28,70,8/15/2024
725,725,34,70,9/12/2024
726,726,39,39,1/7/2024
727,727,19,16,3/8/2024
728,728,45,99,12/3/2023
729,729,31,91,11/16/2023
730,730,39,24,10/10/2023
731,731,73,90,10/9/2023
732,732,57,17,7/4/2024
733,733,77,67,3/11/2024
734,734,27,60,7/24/2024
735,735,31,69,11/6/2023
736,736,41,34,11/19/2023
737,737,91,29,10/24/2023
738,738,16,32,8/25/2024
739,739,88,66,6/11/2024
740,740,35,89,2/3/2024
741,741,4,5,7/26/2024
742,742,80,68,4/12/2024
743,743,92,22,3/19/2024
744,744,95,96,1/6/2024
745,745,40,75,1/11/2024
746,746,26,11,7/25/2024
747,747,1,83,11/27/2023
748,748,45,28,8/30/2024
749,749,98,69,5/15/2024
750,750,74,58,4/22/2024
751,751,93,61,3/21/2024
752,752,82,81,7/29/2024
753,753,2,46,4/12/2024
754,754,80,98,11/13/2023
755,755,12,82,8/20/2024
756,756,30,59,3/25/2024
757,757,59,97,5/16/2024
758,758,90,86,8/3/2024
759,759,49,35,8/24/2024
760,760,89,21,7/12/2024
761,761,62,37,10/23/2023
762,762,1,69,3/9/2024
763,763,79,26,7/19/2024
764,764,23,19,10/11/2023
765,765,53,49,6/29/2024
766,766,63,35,10/23/2023
767,767,60,19,4/7/2024
768,768,41,97,9/26/2023
769,769,69,65,4/19/2024
770,770,92,82,1/30/2024
771,771,26,84,7/28/2024
772,772,39,80,9/20/2023
773,773,31,78,1/6/2024
774,774,6,74,2/17/2024
775,775,44,96,8/1/2024
776,776,68,57,10/17/2023
777,777,16,29,9/26/2023
778,778,93,64,2/17/2024
779,779,90,81,7/7/2024
780,780,20,72,7/13/2024
781,781,43,16,9/5/2024
782,782,49,41,5/26/2024
783,783,5,44,12/9/2023
784,784,53,91,9/26/2023
785,785,51,61,7/20/2024
786,786,37,96,8/13/2024
787,787,99,88,9/5/2024
788,788,44,58,10/2/2023
789,789,78,78,10/25/2023
790,790,16,76,6/13/2024
791,791,51,43,12/31/2023
792,792,55,72,7/19/2024
793,793,90,2,3/1/2024
794,794,54,56,5/25/2024
795,795,76,9,7/5/2024
796,796,1,29,11/22/2023
797,797,12,3,5/27/2024
798,798,68,64,1/13/2024
799,799,84,41,4/23/2024
800,800,89,68,4/2/2024
801,801,14,99,8/13/2024
802,802,9,95,12/3/2023
803,803,49,47,1/16/2024
804,804,48,6,9/1/2024
805,805,4,85,7/20/2024
806,806,74,27,6/1/2024
807,807,85,61,11/29/2023
808,808,84,44,11/10/2023
809,809,9,98,4/17/2024
810,810,64,37,3/18/2024
811,811,45,49,2/27/2024
812,812,13,95,5/28/2024
813,813,53,16,3/4/2024
814,814,74,41,10/17/2023
815,815,74,12,6/21/2024
816,816,3,92,6/22/2024
817,817,20,82,11/26/2023
818,818,60,75,5/24/2024
819,819,40,38,7/1/2024
820,820,41,64,9/6/2024
821,821,85,97,8/17/2024
822,822,94,78,7/31/2024
823,823,53,36,9/7/2024
824,824,73,40,5/13/2024
825,825,35,38,7/6/2024
826,826,54,84,12/15/2023
827,827,73,41,10/13/2023
828,828,95,87,6/9/2024
829,829,41,42,5/1/2024
830,830,94,45,2/17/2024
831,831,100,75,10/27/2023
832,832,87,70,12/14/2023
833,833,65,43,7/25/2024
834,834,31,72,11/19/2023
835,835,75,11,3/29/2024
836,836,6,18,1/22/2024
837,837,50,27,3/31/2024
838,838,18,72,8/13/2024
839,839,45,40,1/15/2024
840,840,88,4,6/4/2024
841,841,88,83,1/28/2024
842,842,72,58,9/24/2023
843,843,1,14,3/7/2024
844,844,27,21,5/26/2024
845,845,45,100,1/10/2024
846,846,28,87,2/7/2024
847,847,25,91,6/4/2024
848,848,3,60,1/3/2024
849,849,24,51,1/1/2024
850,850,50,43,1/3/2024
851,851,37,6,4/15/2024
852,852,29,35,11/6/2023
853,853,49,52,3/6/2024
854,854,16,70,11/3/2023
855,855,12,94,11/11/2023
856,856,30,68,10/6/2023
857,857,46,91,8/25/2024
858,858,28,37,12/18/2023
859,859,87,70,7/4/2024
860,860,33,65,8/8/2024
861,861,5,50,10/15/2023
862,862,51,50,10/12/2023
863,863,4,72,12/20/2023
864,864,14,49,8/27/2024
865,865,90,32,7/20/2024
866,866,9,67,3/20/2024
867,867,65,42,5/7/2024
868,868,73,63,6/15/2024
869,869,20,18,4/19/2024
870,870,17,41,8/5/2024
871,871,92,97,7/10/2024
872,872,2,40,6/3/2024
873,873,36,57,1/30/2024
874,874,58,75,1/17/2024
875,875,70,75,2/21/2024
876,876,51,15,7/15/2024
877,877,8,29,2/10/2024
878,878,53,52,4/10/2024
879,879,2,2,6/14/2024
880,880,45,32,11/30/2023
881,881,19,71,9/22/2023
882,882,96,5,11/11/2023
883,883,99,33,2/20/2024
884,884,33,49,1/8/2024
885,885,9,55,11/17/2023
886,886,74,85,7/14/2024
887,887,37,57,3/27/2024
888,888,22,49,3/16/2024
889,889,48,44,5/23/2024
890,890,66,86,8/8/2024
891,891,87,88,8/8/2024
892,892,33,17,2/22/2024
893,893,29,23,10/23/2023
894,894,93,94,11/4/2023
895,895,37,93,9/5/2024
896,896,28,85,7/5/2024
897,897,72,54,6/5/2024
898,898,3,74,2/24/2024
899,899,100,4,3/12/2024
900,900,78,92,5/6/2024
901,901,88,11,7/28/2024
902,902,22,13,7/13/2024
903,903,58,48,9/24/2023
904,904,57,72,3/19/2024
905,905,33,94,9/4/2024
906,906,36,90,1/4/2024
907,907,42,57,3/4/2024
908,908,20,23,9/15/2024
909,909,95,89,4/28/2024
910,910,63,19,11/17/2023
911,911,51,27,1/6/2024
912,912,32,81,12/9/2023
913,913,17,55,9/12/2024
914,914,100,41,6/4/2024
915,915,25,46,5/12/2024
916,916,96,45,12/20/2023
917,917,11,56,9/2/2024
918,918,1,67,11/6/2023
919,919,81,16,8/31/2024
920,920,98,18,10/24/2023
921,921,19,98,11/8/2023
922,922,13,46,9/3/2024
923,923,6,43,3/23/2024
924,924,66,34,8/10/2024
925,925,20,1,3/7/2024
926,926,14,47,6/11/2024
927,927,53,95,8/19/2024
928,928,5,12,9/23/2023
929,929,13,31,1/18/2024
930,930,99,4,9/13/2024
931,931,19,55,7/1/2024
